"id","address_line1","address_line2","city","state_code","district_code","website","area","constructed_area","year_of_establishment","year_of_recognition","nodalofficer_id","location","awards_degree_through_university","university_id","girl_exclusive","staff_quarter_available","staff_quarter_id","student_hostel_available","no_of_student_hostel","management_id","name","survey_year","financial_income_id","financial_expenditure_id","infrastructure_id","remarks","latitude","longitude","scholarship_id","loan_id","is_accredited","is_foreign_students_enrolled","offers_scholarship","offers_loan","offers_distance_programme","pin_code","has_fellowships","fellowships_id","ministry_id","has_other_minority_data"
"15554","Bell Road, Jeypore","Bell Road, Jeypore","Jeypore","21","398","","1630.24000000000001","1630.24000000000001","2001","2001","208736","U","false","","true","false","","true","1","6","Florence Nightingale ANM (Female Health Worker) Training School","2015","204289","204276","204272","","","","","","false","false","false","false","false","764001","false","","","true"
"15548","CHURCH SQUARE","JAIL ROAD","KEONJHAR","21","375","www.doxorlandschool.com","0.125","1131.55899999999997","2013","2013","208749","U","false","","true","true","54567","true","1","5","Dox Orland School of Nursing","2015","204302","204289","204285","","21.628933","85.5816846000000027","","","false","false","false","false","false","758001","false","","","false"
"4176","18-3-304/5,Haq Colony","Chidri","Bidar","29","558","www.nidasonbidar.com","1.10000000000000009","2712.57999999999993","2004","2005","208760","U","false","","false","true","54568","true","2","6","NIDA SCHOOL OF NURSING BIDAR","2015","204313","204300","204296","","","","","","false","false","false","false","false","585403","false","","","true"
"1563","GOVT. POLYTECHNIC COLLEGE DABRA","SIMARIYA TAL, TESIL DABRA","DABRA","23","421","mptechedu.org","30","4407.61999999999989","1995","1995","208762","U","true","0287","false","true","54569","true","2","2","GOVT.POLYTECHNIC COLLEGE DABRA","2015","204315","204302","204298","","26.0052100000000017","78.0023099999999943","","","false","false","false","false","false","475110","false","","","false"
"7277","VILLAGE LADAMPURA MEHGAON","LADAMPURA GIJORRA MEHGAON","BHIND","23","420","www.pdm.bhind.org","2.57105400000000017","2752.98000000000002","2009","2009","208813","R","false","","false","false","","false","0","6","PANDIT DEENDAYAL MAHAVIDYALAYA BHIND","2015","204366","204353","204349","","26.5125250000000001","78.648933999999997","","","false","false","false","false","false","477557","false","","","false"
"5544","1 Raja Ram Moham Roy Sarani","Bowbazar","","19","342","","","","2009","2009","208831","U","false","","true","false","","false","0","2","NURSING TRAINING SCHOOL LADY DUFFERIN HOSPITAL KOLKATTA","2015","204384","204371","204367","","","","","","false","false","false","false","false","700009","false","","","false"
"8836","Sarisha","","","19","343","www.pttisarishau-2.org","","","2009","2009","208839","R","false","","false","false","","false","0","6","R.K. MISSION SARDA MANDIR GOVT. SPONSORED PRIMARY TEACHERS TRAINING INSTITUTE SOUTH 24 PARGNAS","2015","204392","204379","204375","","","","","","false","false","false","false","false","743368","false","","","false"
"14826","GHOSI ROAD, JEHANABAD","P.O- JEHANABAD, P.S- JEHANABAD","JEHANABAD","10","239","","2.5","10117.1000000000004","2010","2012","208846","U","false","","true","true","54584","true","1","6","DHANO DEVI ANM NURSING SCHOOL, JEHANABAD","2015","204399","204386","204382","","33.2315600000000018","77.5412299999999988","","","false","false","false","false","false","804408","false","","","false"
"5556","1F raja Subodh Ch Mullick Road","Jadavpur","","19","342","www.kpcmedicalcollege.org","","","2014","2014","208855","U","false","","true","false","","false","0","6","SHOVA RANI SCHOOL OF NURSING KOLKATTA","2015","204408","204395","204391","","","","","","false","false","false","false","false","700032","false","","","false"
"13911","45 KARUPPUR,","MARUDHANALLUR POST","KUMBAKONAM","33","620","www.madhagroupofedn.com","7.20999999999999996","6890","2004","2004","208874","R","false","","true","false","","false","0","6","IRUTHAYA ANDAVAR TEACHER TRAINING INSTITUTE, KARRUPPUR, TANJAVUR","2015","204427","204414","204410","","","","112871","","false","false","true","false","false","612402","false","","","false"
"3697","BORGANG","","TEZPUR","18","306","","4000","","1994","2002","208876","R","false","","true","false","","true","1","6","CATHOLIC HOSPITAL SONITPUR","2015","204429","204416","204412","","","","112872","","false","false","true","false","false","784167","false","","","true"
"15745","H.NO:2-1-10/1, SY.No:265","Old Paloncha","Paloncha","36","541","www.holyfaithcoe.com","0.650000000000000022","1563.15000000000009","2012","2012","208883","U","false","","false","false","","false","0","6","HOLY FAITH  MINORITY COLLEGE OF EDUCATION (D.Ed.)","2015","204436","204423","204419","","17.5791879999999985","80.6841660000000047","","","false","false","false","false","false","507115","false","","","false"
"14559","KOTWALI","ENGLISH BAZAR","MALDA","19","332","www.gkciet.ac.in","101","","2010","2010","208906","R","false","","false","false","","true","4","1","GHANI KHAN CHOUDHURY INSTITUTE OF ENGINEERING & TECHNOLOGY, KOTWALI, MALDA","2015","204459","204446","204442","","25.0638390000000015","88.1551910000000021","","","false","false","false","false","false","732144","false","","22","false"
"13396","RAYAVARAM","MYDUKUR ROAD","PRODDATUR","28","551","vprcoe.com","6","1739.6400000000001","2005","2005","208942","R","false","","false","false","","false","0","6","V.P.R. Institute of Elementary Teacher Education, Rayavaram, Mydukur Raod, Proddutur, Kadapa","2015","204495","204482","204478","","14.5961639999999999","78.6725189","112893","","false","false","true","false","false","516362","false","","","false"
"13810","Great Mission Teacher's Training Institute, Sector-5 Dwarka","Great Mission Teacher's Training Institute, Sector-5 Dwarka","New Delhi","07","097","www.gmtti.officialpage.info","","800","2005","2005","208957","U","false","","true","false","","false","0","6","GREAT MISSION TEACHERâS TRAINING INSTITUTE, DWARKA","2015","204510","204497","204493","","28.5923499999999997","77.0462500000000006","","","false","false","false","false","false","110059","false","","","false"
"6960","SV MARKET PO KARUNAGAPALLY","","KARUNAGAPALLY","32","600","","1","","2004","2004","208977","U","false","","false","false","","false","0","6","C.H.MEMORIAL TEACHER TRAINING INSTITUTE KOLLAM","2015","204530","204517","204513","","","","112906","","false","false","true","false","false","690573","false","","","true"
"12400","no 31. 5th main hp nagar","BEML nagar post","kolar gold field","29","581","svrded.org","1.19999999999999996","7000","2006","2006","208979","R","false","","false","false","","true","1","6","SVR DED COLLEGE, KGF","2015","204532","204519","204515","","","","","","false","false","false","false","false","563115","false","","","false"
"4034","127/1, srigandada Kaval, Magadi Main Road","Vishwaneedom Post","Sunkadakatte","29","572","www.slgi.in","2","90000","2014","2014","208983","U","true","0240","false","false","","true","2","5","H M R SCHOOL OF NURSING BANGALORE","2015","204536","204523","204519","","12.9881326000000001","77.501728","","","true","false","false","false","false","560091","false","","","false"
"7793","No. 8, KARAR KRISHANASWAMY STREET,","KOSAPET","VELLORE","33","605","bharat teacher training institute, kosapet","4.29999999999999982","1638","2004","2004","208984","U","false","","true","true","54598","false","0","6","BHARAT TEACHER TRAINING INSTITUTE KOSAPET","2015","204537","204524","204520","","","","112908","","true","false","true","false","false","632001","false","","","false"
"435","PLOT NO - 11","KNOWLEDGE PARK - II","GREATER NOIDA","09","141","WWW.LLOYDBUSINESSSCHOOL.COM","3","5823.60999999999967","2008","2008","208995","U","false","","false","false","","false","0","6","LLYOD BUSINESS SCHOOL","2015","204548","204535","204531","","28.4900009999999995","77.5300009999999986","112914","","false","false","true","false","false","201306","false","","","true"
"15503","At/Po- Chandpur, Dist- Nayagarh","","Chandpur","21","385","","","","2015","2015","209001","U","false","","false","false","","true","1","5","Blue Wheel Institute Of Nursing Sciences","2015","204554","204541","204537","","","","","","false","false","false","false","false","752024","false","","","false"
"13830","Ropar IMT Technical Campus","Village Shekhupur, PO Bela, Tehsil Chamkaur Sahib","Ropar","03","051","www.roparimt.in","5","7000","2011","2011","209006","R","false","","false","false","","true","2","6","ROPAR TECHNICAL CAMPUS, ROPAR","2015","204559","204546","204542","","30.9700099999999985","76.5100099999999941","112918","","false","false","true","false","false","140111","false","","","false"
"15762","KHASRA NO 98, STREET ROAD - STREET","SISHAT","JASWANT NAGAR","09","161","http://plcollege.org","4257","1500","2012","2012","209007","R","false","","false","true","54604","false","0","6","P.L. COLLEGE OF EDUCATION JASWANTNAGAR ETAWAH","2015","204560","204547","204543","","","","","","false","false","false","false","false","206245","false","","","true"
"590","BHEEMIREDDY NAGAR","","RAVUALPALEM","28","545","www.lkbpolytechnic.in","","","","","209037","R","false","","false","false","","false","0","6","LEELA KRUSHNA BABUJI POLYTECHNIC","2015","204590","204577","204573","","","","","","false","false","false","false","false","533238","false","","","false"
"1633","UJJAIN POLYTECHNIC COLLEGE UJJAIN","DEWAS ROAD","UJJAIN","23","435","govtpolytechnicujjain.com","5.90719999999999956","11677","1955","","209059","U","true","0287","false","true","54618","true","3","2","UJJAIN POLYTECHNIC COLLEGE UJJAIN","2015","204612","204599","204595","","23.9100010000000012","75.4800010000000015","112944","","false","false","true","false","false","456010","false","","","true"
"15689","Kartholi / Dassal, Bari Brahmna,","Distt : Samba (Jammu & Kashmir)","Bari Brahmna","01","022","www.iittjammu.com","3","15216","2009","2012","209071","R","false","","false","true","54623","true","2","6","Indian Institute of Technical Trainings, School of Nursing","2015","204624","204611","204607","Errors & Omissions excepted","34.6000009999999989","74.600001000000006","","","false","false","false","false","false","181133","false","","","false"
"15795","Village- Khiala Khurd, Ram Tirth Road","Tehsil -Ajnala","Amritsar","03","049","","3","4542.60499999999956","2011","2011","209074","R","false","","false","false","","true","1","5","UNITED SCHOOL OF NURSING","2015","204627","204614","204610","All thr required information is filled in the form, there is no any other specific information related to institute which can be taken into account in future.","31.6685200000000009","74.7249199999999973","","","false","false","false","false","false","143107","false","","","true"
"631","8-3- 222,  State Home Campus","Vengalrao Nagar, Ameerpet,","Hyderabad","36","536","www.dte.telangana.gov.in","2.5","3970","1980","1980","209093","U","false","","true","false","","true","1","2","SMT DURGABAI DESHMUKH GOVT. WOMEN'S TECH. TRAINING INST. HYDERABAD","2015","204646","204633","204629","","17.2354599999999998","79.2354600000000033","112960","","false","false","true","false","false","500038","false","","","true"
"14335","TRUNK ROAD","NEAR AC VEGETABLE MARKET","NELLORE","28","550","vrcollegeofeducation.org","12506.0589999999993","4475.90999999999985","2012","2012","209097","U","false","","false","false","","false","0","6","V.R. College of Elementary Education","2015","204650","204637","204633","","14.4471430000000005","79.982168999999999","112963","","false","false","true","false","false","524001","false","","","false"
"7080","CHATHINAMKULAM, CHANDANATHOPE P O","","KOLLAM","32","600","www.msmedu.com","0.59650000000000003","612","2004","2004","209103","U","false","","false","false","","false","0","6","MILADE SHERIEF MEMORIAL TEACHERS TRAINING INSTITUT KOLLAM","2015","204656","204643","204639","","8.92782000000000053","76.628815000000003","","","false","false","false","false","false","691014","false","","","false"
"8172","MAIN ROAD, KILVELUR","KOOHUR ROAD , KILVELUR","NAGAPPATTINAM","33","618","","2.29999999999999982","1.3011299999999999","2006","2006","209104","U","false","","true","true","54626","false","0","6","PRIME TEACHER TRAINING INSTITUTE KLLVELUR","2015","204657","204644","204640","","","","","","false","false","false","false","false","611104","false","","","false"
"1103","VILL. BAZURI P.O.HAMIRPUR TEHSIL. HAMIRPUR","DISTT. HAMIRPUR","HAMIRPUR","02","028","www.devasyapolytechnichamirpur.com","5","20000","2009","2009","209105","R","false","","false","false","","true","2","5","DEVASYA (WOMEN) POLYTECHNIC VILL- BAZURI PO TEHSIL & DISTT. HAMIRPUR","2015","204658","204645","204641","","","","","16236","false","false","false","true","false","177001","false","","","false"
"5708","P.O. Kalachand,","Maibang sub-Division","","18","315","www.dietdimahasao.org","3.16000000000000014","2397.48000000000002","1998","1998","209125","R","false","","false","true","54630","true","2","2","DIET N.C. HILLS","2015","204678","204665","204661","","","","","","false","false","false","false","true","788831","false","","","true"
"7145","KOLENCHERY P O","","ERNAKULAM","32","595","www.sptkly.org","0.699999999999999956","","1963","1963","209126","R","false","","false","false","","false","0","5","ST.PETER'S TEACHER TRAINING INSTITUTE ERNAKULAM","2015","204679","204666","204662","","9.97770569999999957","76.4731459999999998","","","false","false","false","false","false","682311","false","","","false"
"2261","Near Kiang Nangbah College","Ladthalaboh","Jowai","17","652","www.jowaipolytechnic.in","11.7300000000000004","3643","2002","2013","209152","U","false","","false","true","54639","true","2","2","JOWAI POLYTECHNIC","2015","204705","204692","204688","","25.4434010000000015","92.2040099999999967","","","false","false","false","false","false","793150","false","","","true"
"2523","VILLAGE BALLOPUR","LALRU","LALRU","03","052","www.ugi.ac.in","5","7500","2009","2009","209154","R","false","","false","false","","true","1","6","UNIVERSAL POLYTECHNIC COLLEGE BALLOPUR, MOHALI","2015","204707","204694","204690","","30.11111","76.1111099999999965","112989","","false","false","true","false","false","140501","false","","","true"
"15648","PANCHESWAR ROAD","DEVIHDAR LOHAGHAT","LOHAGHAT","05","065","www.bhagirathiinstitute.com","2.07500000000000018","2701.53999999999996","2015","2015","209160","R","false","","false","false","","false","0","6","BHAGIRATHI INSTITUTE OF PHARMACY","2015","204713","204700","204696","","29.4030500000000004","80.1102699999999999","","","false","false","false","false","false","262524","false","","","false"
